"","mach","narc","psyc"
"8810",26,3,1
"8811",33,9,18
"8812",43,13,15
"8813",20,12,10
"8814",24,3,0
"8815",29,-1,7
"8816",36,13,24
"8817",25,12,4
"8818",41,24,16
"8819",39,-9,20
"8820",39,10,32
"8821",41,8,11
"8822",22,5,9
"8823",34,17,15
"8824",31,2,11
"8825",31,0,3
"8826",40,13,24
"8827",40,4,10
"8828",23,17,11
"8829",27,2,8
"8830",33,10,19
"8831",26,22,14
"8832",29,7,10
"8833",16,6,0
"8834",24,10,4
"8835",36,-4,22
"8836",18,-2,5
"8837",26,-1,6
"8838",35,16,4
"8839",34,3,7
"8840",19,-6,1
"8841",35,19,12
"8842",30,9,17
"8843",28,11,10
"8844",18,1,14
"8845",24,8,13
"8846",33,12,18
"8847",37,15,16
"8848",29,9,11
"8849",40,23,32
"8850",36,8,11
"8851",23,-3,3
"8852",36,10,17
"8853",44,14,11
"8854",34,14,20
"8855",25,-2,1
"8856",36,5,10
"8857",28,12,12
"8858",30,13,25
"8859",29,5,8
"8860",36,15,7
"8861",35,4,13
"8862",37,7,13
"8863",36,19,27
"8864",28,14,13
"8865",30,8,9
"8866",34,3,16
"8867",34,14,22
"8868",37,19,27
"8869",30,-2,3
"8870",32,16,15
"8871",28,15,14
"8872",40,18,18
"8873",29,10,9
"8874",37,6,19
"8875",36,15,25
"8876",36,3,12
"8877",23,1,4
"8878",42,15,24
"8879",32,-2,12
"8880",34,16,22
"8881",26,4,6
"8882",38,19,25
"8883",38,5,17
"8884",37,14,14
"8885",43,22,28
"8886",45,20,28
"8887",35,5,8
"8888",20,5,5
"8889",40,16,21
"8890",35,7,23
"8891",36,10,19
"8892",22,3,5
"8893",25,4,4
"8894",37,9,16
"8895",24,1,10
"8896",39,17,16
"8897",35,7,15
"8898",17,3,-1
"8899",44,13,16
"8900",35,7,11
"8901",36,18,22
"8902",37,15,14
"8903",27,15,17
"8904",34,19,15
"8905",40,9,22
"8906",31,11,9
"8907",35,15,13
"8908",33,14,17
"8909",35,17,20
"8910",34,11,12
"8911",40,19,14
"8912",41,12,12
"8913",34,12,26
"8914",30,16,5
"8915",43,15,18
"8916",37,12,17
"8917",41,-5,12
"8918",40,18,19
"8919",36,11,15
"8920",31,4,18
"8921",27,-2,9
"8922",37,19,22
"8923",22,6,16
"8924",39,21,25
"8925",36,2,7
"8926",34,2,11
"8927",39,3,12
"8928",34,7,15
"8929",45,22,21
"8930",30,13,18
"8931",34,13,10
"8932",45,22,21
"8933",34,7,10
"8934",36,13,11
"8935",26,18,2
"8936",29,-4,2
"8937",39,17,18
"8938",35,10,17
"8939",26,16,11
"8940",37,18,12
"8941",27,4,6
"8942",41,23,11
"8943",26,0,9
"8944",38,15,16
"8945",35,6,10
"8946",26,-1,6
"8947",45,21,24
"8948",34,19,27
"8949",43,19,30
"8950",29,6,16
"8951",26,-2,9
"8952",31,8,20
"8953",42,12,13
"8954",35,16,23
"8955",31,11,7
"8956",30,7,12
"8957",28,12,14
"8958",26,15,16
"8959",41,15,19
"8960",34,8,21
"8961",37,19,13
"8962",37,19,18
"8963",41,22,18
"8964",37,12,11
"8965",27,8,8
"8966",30,1,2
"8967",34,17,26
"8968",16,-4,8
"8969",40,0,13
"8970",39,6,18
"8971",33,11,12
"8972",28,8,15
"8973",36,8,8
"8974",38,15,16
"8975",31,5,7
"8976",29,2,10
"8977",36,3,12
"8978",31,12,12
"8979",36,9,12
"8980",36,13,23
"8981",44,18,28
"8982",44,14,21
"8983",32,11,17
"8984",30,10,10
"8985",28,2,10
"8986",31,13,14
"8987",39,14,16
"8988",33,6,11
"8989",38,6,15
"8990",35,13,19
"8991",21,10,10
"8992",36,10,23
"8993",23,6,1
"8994",34,12,17
"8995",39,9,20
"8996",45,15,25
"8997",36,6,9
"8998",27,8,12
"8999",40,14,15
"9000",36,13,13
"9001",27,9,13
"9002",29,13,17
"9003",14,-1,-1
"9004",40,12,17
"9005",33,13,20
"9006",34,12,19
"9007",37,9,14
"9008",39,25,24
"9009",32,19,18
"9010",29,5,9
"9011",26,10,11
"9012",21,2,4
"9013",35,17,12
"9014",29,15,8
"9015",31,5,15
"9016",26,10,6
"9017",27,-3,5
"9018",25,15,11
"9019",36,12,15
"9020",27,12,12
"9021",30,8,12
"9022",27,11,17
"9023",34,12,17
"9024",31,8,16
"9025",45,21,17
"9026",24,6,3
"9027",33,6,-1
"9028",40,14,15
"9029",45,21,23
"9030",17,5,5
"9031",31,10,21
"9032",16,-4,-3
"9033",31,2,13
"9034",35,12,17
"9035",36,4,10
"9036",28,3,5
"9037",30,4,12
"9038",43,8,14
"9039",32,18,7
"9040",43,12,14
"9041",32,8,6
"9042",27,5,8
"9043",44,20,20
"9044",33,2,7
"9045",32,-1,15
"9046",38,10,14
"9047",24,1,7
"9048",24,0,12
"9049",31,0,12
"9050",45,23,31
"9051",43,26,24
"9052",33,19,18
"9053",31,14,7
"9054",27,16,1
"9055",40,17,20
"9056",23,3,13
"9057",28,2,3
"9058",26,13,10
"9059",37,16,21
"9060",41,21,26
"9061",37,12,21
"9062",27,10,8
"9063",27,11,12
"9064",42,6,18
"9065",18,2,9
"9066",23,13,4
"9067",41,-5,13
"9068",27,3,5
"9069",40,0,17
"9070",19,3,5
"9071",36,12,13
"9072",33,4,8
"9073",35,13,12
"9074",35,8,18
"9075",30,9,5
"9076",20,3,0
"9077",31,10,15
"9078",44,24,20
"9079",33,6,16
"9080",35,15,19
"9081",35,5,6
"9082",36,8,13
"9083",30,5,14
"9084",28,8,5
"9085",15,-3,1
"9086",38,9,15
"9087",34,13,15
"9088",31,11,10
"9089",40,17,13
"9090",35,17,20
"9091",43,20,22
"9092",42,12,21
"9093",31,7,8
"9094",38,10,25
"9095",45,14,19
"9096",32,18,8
"9097",33,-5,10
"9098",22,8,6
"9099",44,20,20
"9100",27,-1,15
"9101",32,12,12
"9102",40,5,8
"9103",21,8,5
"9104",32,6,20
"9105",44,22,16
"9106",41,13,13
"9107",29,11,15
"9108",38,1,16
"9109",33,7,15
"9110",36,12,23
"9111",45,2,17
"9112",44,24,22
"9113",33,17,23
"9114",41,21,18
"9115",27,2,6
"9116",34,13,11
"9117",18,11,13
"9118",45,9,21
"9119",36,13,14
"9120",35,19,11
"9121",31,7,5
"9122",32,10,12
"9123",31,11,11
"9124",28,11,10
"9125",37,11,6
"9126",31,13,1
"9127",41,9,16
"9128",30,13,12
"9129",34,3,10
"9130",33,17,24
"9131",31,3,5
"9132",23,2,1
"9133",44,4,16
"9134",27,6,0
"9135",39,-4,25
"9136",31,8,13
"9137",27,-3,12
"9138",18,0,-1
"9139",34,17,24
"9140",32,11,13
"9141",33,7,12
"9142",33,8,12
"9143",24,9,7
"9144",16,10,2
"9145",26,12,15
"9146",41,3,18
"9147",41,16,22
"9148",24,4,10
"9149",34,20,23
"9150",39,15,20
"9151",33,19,14
"9152",22,3,4
"9153",32,7,24
"9154",32,9,10
"9155",26,6,14
"9156",37,17,20
"9157",32,3,23
"9158",22,4,-2
"9159",26,8,9
"9160",22,8,10
"9161",23,2,4
"9162",44,10,29
"9163",43,13,25
"9164",40,12,17
"9165",32,6,12
"9166",45,15,25
"9167",42,5,16
"9168",21,10,4
"9169",40,16,22
"9170",33,9,21
"9171",36,20,22
"9172",22,4,3
"9173",42,19,19
"9174",33,8,12
"9175",45,11,19
"9176",41,22,26
"9177",30,13,13
"9178",37,6,10
"9179",18,4,-2
"9180",25,8,14
"9181",39,12,8
"9182",33,10,11
"9183",36,10,22
"9184",38,12,14
"9185",41,20,23
"9186",32,8,9
"9187",38,16,21
"9188",33,11,25
"9189",31,1,16
"9190",35,13,6
"9191",36,18,18
"9192",24,10,0
"9193",27,0,10
"9194",42,19,18
"9195",32,7,12
"9196",43,12,27
"9197",25,6,12
"9198",41,5,20
"9199",44,15,19
"9200",36,21,19
"9201",41,24,15
"9202",42,14,16
"9203",33,4,8
"9204",37,14,30
"9205",36,20,14
"9206",29,7,11
"9207",25,10,1
"9208",30,16,19
"9209",29,0,4
"9210",33,16,15
"9211",37,13,22
"9212",26,20,18
"9213",41,10,10
"9214",32,10,15
"9215",38,25,23
"9216",44,17,32
"9217",41,11,18
"9218",37,2,24
"9219",36,8,5
"9220",27,4,7
"9221",27,9,4
"9222",40,16,14
"9223",35,7,12
"9224",33,-3,4
"9225",30,16,14
"9226",27,4,5
"9227",41,23,20
"9228",27,6,8
"9229",38,15,12
"9230",26,7,10
"9231",42,13,14
"9232",34,15,10
"9233",37,3,12
"9234",18,8,1
"9235",19,11,5
"9236",25,7,14
"9237",35,13,16
"9238",28,9,-1
"9239",34,20,15
"9240",37,13,9
"9241",25,9,11
"9242",35,14,20
"9243",30,9,9
"9244",40,12,23
"9245",36,3,12
"9246",41,16,22
"9247",36,16,12
"9248",41,9,6
"9249",32,21,15
"9250",32,13,12
"9251",43,24,19
"9252",34,11,15
"9253",41,21,30
"9254",39,14,19
"9255",35,0,9
"9256",36,0,14
"9257",43,18,14
"9258",41,11,17
"9259",35,5,8
"9260",33,3,16
"9261",42,12,20
"9262",23,6,0
"9263",25,3,6
"9264",21,3,0
"9265",36,12,14
"9266",37,7,16
"9267",23,11,1
"9268",38,17,23
"9269",37,20,22
"9270",40,13,25
"9271",41,15,17
"9272",45,7,16
"9273",34,16,18
"9274",42,21,29
"9275",31,7,6
"9276",39,0,9
"9277",37,7,11
"9278",40,12,18
"9279",41,-2,5
"9280",33,19,20
"9281",37,13,15
"9282",37,21,26
"9283",43,20,23
"9284",21,0,8
"9285",45,19,31
"9286",19,2,0
"9287",41,21,24
"9288",38,11,19
"9289",29,1,5
"9290",32,7,2
"9291",20,4,3
"9292",21,12,0
"9293",34,9,5
"9294",36,21,24
"9295",25,-2,1
"9296",40,11,10
"9297",39,2,21
"9298",35,19,12
"9299",29,6,2
"9300",36,10,24
"9301",24,5,0
"9302",41,21,21
"9303",21,-3,8
"9304",41,10,19
"9305",31,11,16
"9306",26,15,14
"9307",37,6,15
"9308",40,0,11
"9309",36,10,15
"9310",38,7,19
"9311",23,5,8
"9312",32,4,13
"9313",29,2,13
"9314",39,8,10
"9315",19,-1,8
"9316",41,17,21
"9317",32,5,3
"9318",40,13,18
"9319",42,19,24
"9320",33,13,18
"9321",38,11,13
"9322",45,19,19
"9323",27,12,19
"9324",41,18,25
"9325",39,17,13
"9326",35,4,16
"9327",29,7,11
"9328",45,25,17
"9329",34,8,12
"9330",33,4,9
"9331",33,7,19
"9332",41,8,19
"9333",39,17,20
"9334",28,4,5
"9335",27,12,7
"9336",26,0,4
"9337",26,8,4
"9338",27,0,7
"9339",25,12,12
"9340",32,5,8
"9341",38,8,26
"9342",36,20,19
"9343",45,17,17
"9344",30,18,9
"9345",43,20,23
"9346",45,27,32
"9347",29,5,9
"9348",31,14,9
"9349",25,-2,2
"9350",38,13,22
"9351",27,4,8
"9352",42,23,13
"9353",31,8,2
"9354",43,15,16
"9355",43,3,16
"9356",38,10,10
"9357",42,26,27
"9358",37,14,23
"9359",31,13,12
"9360",20,9,7
"9361",21,5,1
"9362",35,18,21
"9363",29,15,5
"9364",30,13,11
"9365",34,16,10
"9366",39,22,28
"9367",42,15,17
"9368",29,9,7
"9369",43,8,13
"9370",38,19,16
"9371",34,6,2
"9372",26,9,3
"9373",34,5,-3
"9374",40,23,21
"9375",36,12,11
"9376",25,7,11
"9377",35,4,10
"9378",30,12,17
"9379",20,0,3
"9380",28,11,8
"9381",23,4,4
"9382",17,-1,-2
"9383",32,7,9
"9384",20,1,8
"9385",41,6,15
"9386",27,6,9
"9387",45,23,21
"9388",30,15,16
"9389",29,1,3
"9390",34,10,13
"9391",39,5,8
"9392",37,20,19
"9393",36,11,17
"9394",43,3,23
"9395",43,12,24
"9396",37,18,23
"9397",37,13,15
"9398",44,6,28
"9399",37,12,13
"9400",38,16,15
"9401",30,2,9
"9402",41,21,20
"9403",36,19,23
"9404",31,10,7
"9405",43,21,25
"9406",38,6,16
"9407",42,19,25
"9408",35,14,18
"9409",35,17,18
"9410",31,12,2
"9411",41,19,29
"9412",37,2,11
"9413",37,17,24
"9414",28,5,14
"9415",40,20,20
"9416",35,21,16
"9417",31,4,14
"9418",22,-1,6
"9419",19,0,4
"9420",35,1,5
"9421",12,7,-1
"9422",25,5,6
"9423",39,17,14
"9424",34,1,16
"9425",45,19,21
"9426",26,8,11
"9427",22,14,4
"9428",34,12,15
"9429",43,15,28
"9430",29,14,5
"9431",38,-2,4
"9432",33,11,18
"9433",36,-4,5
"9434",24,2,4
"9435",31,6,2
"9436",29,5,8
"9437",41,26,26
"9438",34,9,11
"9439",39,22,16
"9440",37,6,11
"9441",27,13,11
"9442",30,5,9
"9443",35,8,15
"9444",34,17,14
"9445",38,9,12
"9446",35,9,6
"9447",44,20,20
"9448",29,0,4
"9449",28,-1,5
"9450",40,14,19
"9451",37,17,8
"9452",35,7,9
"9453",40,7,19
"9454",45,16,22
"9455",31,13,13
"9456",31,5,12
"9457",28,9,12
"9458",27,7,8
"9459",25,1,4
"9460",33,-4,11
"9461",23,7,8
"9462",26,8,7
"9463",42,16,17
"9464",39,13,11
"9465",36,8,13
"9466",35,16,16
"9467",39,14,14
"9468",35,9,12
"9469",36,8,15
"9470",40,24,15
"9471",34,6,14
"9472",34,4,23
"9473",34,3,13
"9474",32,11,8
"9475",35,23,17
"9476",44,20,26
"9477",32,2,7
"9478",45,14,13
"9479",15,10,-2
"9480",26,5,11
"9481",25,1,12
"9482",20,0,7
"9483",38,14,14
"9484",33,13,15
"9485",36,16,20
"9486",28,9,11
"9487",23,10,8
"9488",37,14,16
"9489",32,27,27
"9490",35,17,12
"9491",25,20,13
"9492",39,20,28
"9493",27,-2,14
"9494",29,12,9
"9495",45,22,22
"9496",42,10,14
"9497",34,5,9
"9498",32,17,11
"9499",30,8,9
"9500",34,8,14
"9501",16,2,1
"9502",17,-1,-3
"9503",40,19,15
"9504",28,4,5
"9505",36,16,20
"9506",16,-5,1
"9507",23,12,6
"9508",37,20,19
"9509",38,8,21
"9510",29,7,11
"9511",42,15,21
"9512",32,3,4
"9513",40,4,18
"9514",39,7,9
"9515",18,1,-3
"9516",29,6,3
"9517",45,23,22
"9518",27,3,10
"9519",34,0,8
"9520",36,19,27
"9521",32,10,23
"9522",23,11,6
"9523",25,11,5
"9524",38,10,18
"9525",39,17,23
"9526",35,25,29
"9527",43,22,26
"9528",38,10,23
"9529",17,-2,11
"9530",22,7,7
"9531",40,18,24
"9532",36,17,27
"9533",36,14,18
"9534",44,18,17
"9535",39,3,6
"9536",19,5,5
"9537",36,1,9
"9538",18,-5,2
"9539",37,11,8
"9540",42,15,11
"9541",31,0,9
"9542",44,7,17
"9543",43,27,26
"9544",37,7,17
"9545",32,21,25
"9546",42,20,24
"9547",15,7,3
"9548",39,19,18
"9549",45,5,20
"9550",41,6,26
"9551",30,9,8
"9552",33,20,10
"9553",36,6,15
"9554",34,3,8
"9555",45,26,27
"9556",33,15,20
"9557",37,10,8
"9558",44,12,25
"9559",28,6,6
"9560",39,17,12
"9561",32,10,18
"9562",30,2,5
"9563",22,5,9
"9564",37,23,21
"9565",30,7,15
"9566",40,9,10
"9567",29,6,13
"9568",36,3,12
"9569",25,-6,7
"9570",39,4,15
"9571",32,7,12
"9572",16,0,-2
"9573",39,22,33
"9574",40,13,12
"9575",21,2,11
"9576",40,12,15
"9577",34,10,14
"9578",45,27,33
"9579",23,0,4
"9580",45,25,31
"9581",34,4,4
"9582",34,12,10
"9583",37,14,19
"9584",39,16,17
"9585",40,13,14
"9586",41,12,27
"9587",19,0,4
"9588",28,23,12
"9589",37,20,23
"9590",32,15,4
"9591",40,13,14
"9592",41,12,11
"9593",28,10,12
"9594",36,2,12
"9595",22,12,7
"9596",38,12,14
"9597",23,7,5
"9598",31,3,3
"9599",14,7,5
"9600",26,6,16
"9601",32,-2,-1
"9602",36,23,17
"9603",37,1,10
"9604",24,14,12
"9605",43,24,8
"9606",22,12,13
"9607",37,7,12
"9608",43,14,25
"9609",39,18,18
"9610",27,5,10
"9611",20,-5,2
"9612",26,6,17
"9613",35,20,27
"9614",24,4,9
"9615",33,5,20
"9616",38,17,10
"9617",36,16,17
"9618",26,8,13
"9619",37,17,24
"9620",40,27,33
"9621",45,3,29
"9622",28,16,10
"9623",32,5,18
"9624",33,16,13
"9625",24,13,6
"9626",0,0,0
"9627",23,5,3
"9628",33,0,8
"9629",30,9,12
"9630",27,17,11
"9631",45,12,18
"9632",30,3,11
"9633",25,5,6
"9634",16,5,2
"9635",25,9,2
"9636",37,8,22
"9637",28,10,11
"9638",28,4,3
"9639",14,2,5
"9640",45,14,15
"9641",30,16,23
"9642",38,10,24
"9643",20,7,4
"9644",29,16,13
"9645",42,21,27
"9646",30,9,11
"9647",38,20,21
"9648",34,5,9
"9649",36,5,12
"9650",22,-7,5
"9651",26,4,12
"9652",39,17,20
"9653",28,4,10
"9654",43,20,21
"9655",34,1,13
"9656",34,19,19
"9657",35,10,17
"9658",34,14,17
"9659",29,15,11
"9660",10,-4,3
"9661",26,0,7
"9662",37,10,7
"9663",25,7,26
"9664",28,18,5
"9665",42,23,28
"9666",43,17,26
"9667",31,-1,4
"9668",41,23,29
"9669",29,13,19
"9670",33,5,11
"9671",21,2,1
"9672",33,14,19
"9673",33,4,5
"9674",42,10,17
"9675",33,10,11
"9676",20,4,1
"9677",22,5,5
"9678",25,5,2
"9679",35,12,10
"9680",18,-9,-3
"9681",41,3,13
"9682",21,4,5
"9683",32,8,12
"9684",20,11,3
"9685",27,9,10
"9686",21,6,-2
"9687",42,14,17
"9688",38,15,7
"9689",18,9,7
"9690",21,-9,8
"9691",39,3,14
"9692",39,4,16
"9693",27,-2,9
"9694",20,4,11
"9695",23,5,1
"9696",42,23,17
"9697",38,9,8
"9698",31,3,19
"9699",21,5,-2
"9700",36,14,13
"9701",30,6,18
"9702",33,17,17
"9703",41,8,24
"9704",19,3,-1
"9705",18,3,7
"9706",35,6,15
"9707",36,3,14
"9708",44,12,18
"9709",40,19,16
"9710",33,13,16
"9711",34,-4,16
"9712",28,11,11
"9713",20,5,5
"9714",26,5,18
"9715",40,9,13
"9716",27,14,9
"9717",24,5,10
"9718",22,6,6
"9719",35,4,9
"9720",33,22,24
"9721",43,12,15
"9722",36,11,5
"9723",33,7,14
"9724",42,14,24
"9725",26,2,6
"9726",45,23,25
"9727",27,9,14
"9728",45,12,9
"9729",24,12,0
"9730",31,1,26
"9731",40,20,28
"9732",38,25,9
"9733",35,6,8
"9734",23,5,3
"9735",37,18,16
"9736",40,13,14
"9737",38,19,23
"9738",23,5,4
"9739",43,20,22
"9740",38,15,16
"9741",39,6,12
"9742",36,15,15
"9743",30,20,14
"9744",34,9,8
"9745",38,17,16
"9746",44,11,25
"9747",27,7,-2
"9748",38,2,14
"9749",37,17,25
"9750",41,3,12
"9751",45,15,29
"9752",39,13,15
"9753",42,12,18
"9754",42,22,18
"9755",35,9,9
"9756",20,3,4
"9757",43,12,12
"9758",34,17,12
"9759",39,17,24
"9760",27,6,12
"9761",32,12,17
"9762",40,12,12
"9763",40,21,21
"9764",39,9,6
"9765",41,3,13
"9766",39,12,19
"9767",41,11,18
"9768",39,19,27
"9769",30,1,16
"9770",31,18,16
"9771",35,8,17
"9772",22,9,0
"9773",40,5,9
"9774",45,26,21
"9775",36,4,12
"9776",36,14,21
"9777",41,14,27
"9778",41,26,23
"9779",40,19,18
"9780",38,12,17
"9781",30,6,17
"9782",41,7,13
"9783",33,10,15
"9784",29,13,13
"9785",40,21,16
"9786",28,14,10
"9787",29,7,9
"9788",42,10,20
"9789",31,16,13
"9790",26,12,11
"9791",28,3,6
"9792",43,6,9
"9793",37,11,20
"9794",30,11,12
"9795",45,23,31
"9796",42,18,19
"9797",40,14,26
"9798",35,5,4
"9799",37,11,16
"9800",28,6,15
"9801",31,4,13
"9802",18,-4,1
"9803",41,5,19
"9804",32,8,9
"9805",38,-1,13
"9806",26,15,11
"9807",38,21,10
"9808",31,8,10
"9809",40,19,19
"9810",45,27,33
"9811",27,11,14
"9812",37,2,4
"9813",34,11,18
"9814",32,13,20
"9815",33,17,18
"9816",34,5,20
"9817",35,14,12
"9818",24,8,6
"9819",26,2,1
"9820",26,-2,13
"9821",42,13,17
"9822",32,4,2
"9823",37,16,19
"9824",44,12,12
"9825",32,6,10
"9826",25,6,4
"9827",36,8,10
"9828",34,7,18
"9829",28,10,17
"9830",16,-2,-1
"9831",26,7,8
"9832",32,6,17
"9833",26,13,7
"9834",39,10,4
"9835",44,19,20
"9836",31,5,13
"9837",42,-1,24
"9838",42,11,16
"9839",35,-3,11
"9840",36,19,18
"9841",21,-3,4
"9842",17,-6,1
"9843",19,3,-1
"9844",40,18,15
"9845",38,12,3
"9846",25,10,5
"9847",28,-1,7
"9848",44,6,26
"9849",31,2,1
"9850",37,17,17
"9851",36,4,10
"9852",30,-1,11
"9853",21,5,5
"9854",42,9,27
"9855",30,6,13
"9856",35,14,16
"9857",29,9,7
"9858",44,20,18
"9859",31,5,7
"9860",42,13,18
"9861",29,-1,1
"9862",24,2,6
"9863",39,14,25
"9864",43,11,14
"9865",28,6,7
"9866",20,6,7
"9867",25,7,3
"9868",26,-2,-2
"9869",17,6,6
"9870",26,9,4
"9871",31,13,15
"9872",39,10,17
"9873",35,17,23
"9874",43,7,14
"9875",32,3,13
"9876",21,10,6
"9877",23,9,0
"9878",39,11,18
"9879",34,-4,10
"9880",25,15,12
"9881",37,3,8
"9882",39,12,14
"9883",45,1,11
"9884",28,5,6
"9885",35,-3,13
"9886",42,17,22
"9887",42,7,26
"9888",29,19,10
"9889",44,16,20
"9890",34,6,4
"9891",42,7,13
"9892",35,-1,6
"9893",33,9,18
"9894",39,26,13
"9895",34,-4,7
"9896",26,8,5
"9897",36,9,19
"9898",45,5,30
"9899",40,13,23
"9900",39,15,14
"9901",42,9,13
"9902",39,17,18
"9903",31,9,17
"9904",42,17,12
"9905",40,15,23
"9906",14,1,-3
"9907",26,14,9
"9908",29,0,2
"9909",22,8,2
"9910",31,10,14
"9911",43,15,23
"9912",37,10,17
"9913",34,6,19
"9914",33,7,14
"9915",19,0,-1
"9916",26,13,5
"9917",38,25,18
"9918",42,20,31
"9919",18,-3,-2
"9920",44,27,26
"9921",37,11,23
"9922",41,11,13
"9923",44,14,24
"9924",28,10,14
"9925",37,10,16
"9926",28,8,5
"9927",38,11,13
"9928",39,11,10
"9929",30,7,6
"9930",30,0,11
"9931",36,6,17
"9932",33,4,7
"9933",45,8,21
"9934",31,16,17
"9935",45,22,21
"9936",22,12,1
"9937",27,1,2
"9938",32,0,7
"9939",40,20,26
"9940",41,5,20
"9941",36,16,28
"9942",27,7,15
"9943",26,6,6
"9944",40,14,19
"9945",22,0,11
"9946",36,17,18
"9947",34,16,17
"9948",42,19,22
"9949",41,17,25
"9950",45,27,21
"9951",42,16,20
"9952",25,8,6
"9953",16,2,5
"9954",23,-4,17
"9955",37,16,6
"9956",29,19,21
"9957",35,1,18
"9958",23,2,4
"9959",33,1,13
"9960",40,9,22
"9961",32,5,13
"9962",38,19,28
"9963",40,19,13
"9964",26,23,27
"9965",37,4,7
"9966",34,13,5
"9967",40,13,17
"9968",26,0,6
"9969",19,5,5
"9970",22,15,13
"9971",40,17,11
"9972",20,3,1
"9973",40,9,13
"9974",24,10,7
"9975",39,3,16
"9976",31,14,11
"9977",34,6,12
"9978",20,0,9
"9979",33,5,8
"9980",21,-3,-1
"9981",32,15,4
"9982",45,20,21
"9983",28,10,14
"9984",23,7,14
"9985",43,0,15
"9986",31,16,16
"9987",30,7,10
"9988",39,10,14
"9989",45,6,17
"9990",32,7,16
"9991",30,3,15
"9992",44,15,23
"9993",35,9,15
"9994",38,22,26
"9995",24,9,0
"9996",36,15,9
"9997",43,3,16
"9998",34,3,9
"9999",25,4,11
"10000",17,5,0
"10001",35,12,21
"10002",37,14,9
"10003",37,16,19
"10004",27,5,11
"10005",36,21,15
"10006",35,0,6
"10007",41,20,24
"10008",24,5,9
"10009",34,19,19
"10010",41,5,16
"10011",44,23,25
"10012",35,6,11
"10013",36,23,14
"10014",38,8,22
"10015",39,14,22
"10016",24,6,2
"10017",27,9,17
"10018",38,13,17
"10019",43,9,21
"10020",21,4,6
"10021",37,20,14
"10022",38,13,16
"10023",28,8,5
"10024",17,0,2
"10025",34,12,11
"10026",38,-4,8
"10027",38,22,22
"10028",41,16,23
"10029",39,15,26
"10030",37,10,9
"10031",34,11,19
"10032",38,22,24
"10033",40,24,27
"10034",32,6,20
"10035",34,13,15
"10036",32,12,18
"10037",40,19,20
"10038",35,14,12
"10039",38,14,15
"10040",24,7,7
"10041",36,14,16
"10042",35,11,10
"10043",28,14,9
"10044",30,2,9
"10045",19,4,-2
"10046",44,22,17
"10047",39,7,22
"10048",40,19,22
"10049",43,21,15
"10050",34,2,11
"10051",18,7,3
"10052",28,-3,4
"10053",41,16,12
"10054",35,0,13
"10055",36,11,16
"10056",30,11,9
"10057",25,16,3
"10058",18,-1,4
"10059",42,17,22
"10060",37,9,21
"10061",34,4,16
"10062",18,5,5
"10063",22,0,0
"10064",44,5,8
"10065",41,23,17
"10066",31,17,8
"10067",38,-4,9
"10068",35,8,4
"10069",29,10,8
"10070",30,3,16
"10071",28,-7,0
"10072",40,15,17
"10073",22,-5,10
"10074",37,5,15
"10075",28,5,15
"10076",34,5,17
"10077",22,-4,2
"10078",26,-5,9
"10079",14,4,-2
"10080",31,9,10
"10081",31,3,7
"10082",40,-5,18
"10083",31,10,13
"10084",34,14,13
"10085",30,9,8
"10086",31,6,20
"10087",38,15,5
"10088",45,7,21
"10089",19,2,5
"10090",23,-4,10
"10091",28,1,13
"10092",36,5,7
"10093",43,12,28
"10094",40,9,18
"10095",29,-3,0
"10096",26,3,9
"10097",35,22,26
"10098",32,15,11
"10099",41,20,21
"10100",21,16,11
"10101",34,13,20
"10102",37,11,16
"10103",31,10,9
"10104",32,14,15
"10105",34,-2,11
"10106",32,5,16
"10107",45,25,33
"10108",19,14,5
"10109",29,6,6
"10110",41,18,17
"10111",35,4,14
"10112",34,6,12
"10113",40,25,28
"10114",25,13,10
"10115",30,14,9
"10116",37,4,5
"10117",33,0,13
"10118",31,7,24
"10119",42,13,16
"10120",9,3,5
"10121",29,11,6
"10122",28,3,6
"10123",32,10,13
"10124",32,-1,6
"10125",29,0,6
"10126",25,13,7
"10127",34,10,6
"10128",27,5,3
"10129",40,8,11
"10130",31,9,6
"10131",27,8,3
"10132",28,10,19
"10133",36,14,13
"10134",40,24,23
"10135",32,10,20
"10136",31,15,15
"10137",29,1,6
"10138",39,22,15
"10139",45,13,25
"10140",20,7,7
"10141",25,7,1
"10142",21,1,8
"10143",19,4,4
"10144",43,13,16
"10145",34,9,12
"10146",43,7,1
"10147",38,13,29
"10148",32,2,13
"10149",45,7,3
"10150",32,10,13
"10151",40,12,24
"10152",29,21,19
"10153",33,10,12
"10154",34,3,18
"10155",21,5,11
"10156",15,3,3
"10157",23,8,14
"10158",36,6,17
"10159",32,1,16
"10160",31,6,8
"10161",25,6,10
"10162",44,21,25
"10163",36,24,17
"10164",36,10,9
"10165",43,4,23
"10166",39,4,17
"10167",38,16,14
"10168",45,15,25
"10169",35,19,18
"10170",38,10,9
"10171",31,5,4
"10172",34,5,13
"10173",35,13,11
"10174",34,11,9
"10175",31,14,13
"10176",45,7,15
"10177",41,11,27
"10178",44,26,25
"10179",37,15,21
"10180",21,1,7
"10181",18,5,5
"10182",34,20,17
"10183",31,6,12
"10184",42,19,21
"10185",33,12,18
"10186",16,-7,4
"10187",28,18,11
"10188",23,6,5
"10189",30,6,10
"10190",22,9,8
"10191",37,3,19
"10192",39,3,11
"10193",27,-6,19
"10194",19,-9,-3
"10195",30,6,5
